"","tweet_id","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","airline_sentiment_gold","name","negativereason_gold","retweet_count","text","tweet_coord","tweet_created","tweet_location","user_timezone","airline_sentiment","ID_unit","Prob","Stratum"
"13301",569893716711747584,1,"",NA,"American","","peterfransson","",0,"@AmericanAir its only 1500 characters, i will respond via formal letter. Trust me, I have plenty to say.","","2015-02-23 08:17:04 -0800","Inter/Outer-Continental U.S.","Eastern Time (US & Canada)","neutral",12094,0.129073894804776,2
"13340",569885774386044928,0.3528,"",0,"American","","Brittany1golf","",0,"@AmericanAir thank you","","2015-02-23 07:45:31 -0800","","Eastern Time (US & Canada)","neutral",12101,0.129073894804776,2
"13342",569885605401915392,0.6906,"",0,"American","","Bossman1908","",0,"@AmericanAir I sent you a DM, can you please help.","","2015-02-23 07:44:50 -0800","Liverpool","","neutral",12102,0.129073894804776,2
"13399",569872756302422016,0.6496,"",0,"American","","pei_u_sun","",0,"@AmericanAir are you anticipating weather-reLate Flightd Cancelled Flightations for afternoon departures out of AUS today?","","2015-02-23 06:53:47 -0800","","Central Time (US & Canada)","neutral",12113,0.129073894804776,2
"13416",569868478435487744,0.6735,"",0,"American","","amandajames0610","",0,"@AmericanAir - trying to track down backs for two of my attendees #help","","2015-02-23 06:36:47 -0800","Atlanta, GA","Eastern Time (US & Canada)","neutral",12116,0.129073894804776,2
"13468",569855866255462400,1,"",NA,"American","","Bardi_toto","",0,"@AmericanAir Will 2396 be Cancelled Flightled tonight?","","2015-02-23 05:46:40 -0800","Hawaii/Dallas/Tucson/LA","Pacific Time (US & Canada)","neutral",12122,0.129073894804776,2
"13525",569842067544805376,0.3512,"",0,"American","","flyneverdies","",0,"@AmericanAir thank you...I know it's a busy for you today but any help would be appreciated...","","2015-02-23 04:51:50 -0800","cali bound","Central Time (US & Canada)","neutral",12127,0.129073894804776,2
"13576",569823600837947392,1,"",NA,"American","","zozo24dad","",0,"@AmericanAir is flight 2413 to LA delayed?","","2015-02-23 03:38:27 -0800","","Eastern Time (US & Canada)","neutral",12133,0.129073894804776,2
"13666",569763959240200192,1,"",NA,"American","","titoebc","",0,"@AmericanAir Reebooked for tomorrow in AA 1389 LV-DFW at 810 am arriving 12.50pm; still open this flight?","","2015-02-22 23:41:28 -0800","","","neutral",12147,0.129073894804776,2
"13672",569758106395254784,0.6755,"",0,"American","","TheForwardCabin","",0,"@AmericanAir Can you check on he status of my EXP membership card? Need the physical card to access some international lounges soon.","","2015-02-22 23:18:12 -0800","","Eastern Time (US & Canada)","neutral",12148,0.129073894804776,2
"13683",569750857215922176,1,"",NA,"American","","DrDemetre","",0,"@AmericanAir 235.  We made it to Seattle...","","2015-02-22 22:49:24 -0800","Brooklyn","Eastern Time (US & Canada)","neutral",12149,0.129073894804776,2
"13704",569741783896367104,1,"",NA,"American","","MusseZam","",0,"@AmericanAir can you please connect these two reservations together and also add a child in a lap. KEVOLT and SOZLDJ march 1. Thanks","","2015-02-22 22:13:21 -0800","","","neutral",12150,0.129073894804776,2
"13768",569720452987252736,1,"",NA,"American","","TannerSayre","",0,"@AmericanAir probably had money on @BensonHenderson they said to hell with @Cowboycerrone lol","","2015-02-22 20:48:35 -0800","ig; tannersayre","","neutral",12158,0.129073894804776,2
"13770",569720325165830144,0.6707,"",0,"American","","Cbarker5","",0,"@AmericanAir I'm going to speak with customer service at the airport tomorrow morning and see what my options are. I need a flight tomorrow","","2015-02-22 20:48:05 -0800","Kingsville, TX","Central Time (US & Canada)","neutral",12159,0.129073894804776,2
"13838",569704220472913920,1,"",NA,"American","","luisperez27","",0,"@AmericanAir looking for status of flight 1388 schedule for 5:15 am tomorrow morning, thank you","","2015-02-22 19:44:05 -0800","Dallas, Texas","","neutral",12175,0.129073894804776,2
"13879",569697188508348416,0.6784,"",0,"American","","JonKohler","",0,"@AmericanAir yea no worries. I'm just going home to Denver. Not your fault, weather sucks bad.","","2015-02-22 19:16:08 -0800","Denver, CO","Eastern Time (US & Canada)","neutral",12179,0.129073894804776,2
"14012",569677848983801856,0.6629,"",0,"American","","papenfold","",0,"@AmericanAir DM sent. Answer me please","[35.23776431, -80.92233988]","2015-02-22 17:59:17 -0800","Guatemala.","Mountain Time (US & Canada)","neutral",12198,0.129073894804776,2
"14094",569667782910058496,1,"",NA,"American","","georgetietjen","",0,"@AmericanAir @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!","","2015-02-22 17:19:18 -0800","","","neutral",12213,0.129073894804776,2
"14099",569666866932813824,0.6458,"",0,"American","","rcwhalen","",0,"@AmericanAir 8:30 departure?  Sure. Is there a catering strike at JFK?  @FoxNews @CNBC @BloombergRadio http://t.co/HPgXYZRW8o","","2015-02-22 17:15:39 -0800","New York City","","neutral",12215,0.129073894804776,2
"14231",569650273091584000,1,"",NA,"American","","HowardSlutsken","",0,"@AmericanAir Do you happen to know if that plane will be repainted, or fly ""off into the sunset?""","","2015-02-22 16:09:43 -0800","Vancouver, BC","Pacific Time (US & Canada)","neutral",12230,0.129073894804776,2
"14349",569630266664325120,0.662,"",0,"American","","williebikes","",0,"@AmericanAir should be seeing this sunset from St. John usvi not philly!! http://t.co/DnDOepquKz","","2015-02-22 14:50:13 -0800","","","neutral",12243,0.129073894804776,2
"14380",569624299788750848,1,"",NA,"American","","PLHamel","",0,"@AmericanAir Next Friday, I'll take AA3074 to LGA.Sat morning, US1951+US874.Do I have to take my bags at LGA or I get them to my final dest?","","2015-02-22 14:26:30 -0800","Rive-sud de Montréal","Atlantic Time (Canada)","neutral",12244,0.129073894804776,2
"14381",569623961224351744,1,"",NA,"American","","TejasGooner","",0,"@AmericanAir your message was delayed I just responded","","2015-02-22 14:25:10 -0800","The Republic of Texas","Central Time (US & Canada)","neutral",12245,0.129073894804776,2
"14429",569617089155211264,1,"",NA,"American","","HollyHhirsch","",0,"@AmericanAir just downloaded the app for iPhone.  Notice drink coupon but nothing is displayed?  Getting ready to fly...","","2015-02-22 13:57:51 -0800","Chicago","","neutral",12248,0.129073894804776,2
"14450",569615004489494528,0.6535,"",0,"American","","ChristianRicks","",0,"@AmericanAir Can you upgrade (with cash) to Main Cabin Extra after buying an AAdvantage Mileage Saver (using miles)? Can't seem to do it...","","2015-02-22 13:49:34 -0800","Durham, NC","Eastern Time (US & Canada)","neutral",12253,0.129073894804776,2
"14481",569609163824713728,1,"",NA,"American","","nycgypc","",0,"@AmericanAir when is next lax JFK flight today","","2015-02-22 13:26:22 -0800","","","neutral",12258,0.129073894804776,2
"14502",569606135960858624,0.6545,"",0,"American","","kelseybiscoe","",0,"@AmericanAir I've been trying to change frm AA 2401 to LAX at 6:50am MONDAY morning then AA 2586 from LAX to FAT to flight AA 1359?#helpAA","","2015-02-22 13:14:20 -0800","","","neutral",12259,0.129073894804776,2
"14522",569604400479649792,0.6613,"",0,"American","","Kaywillsmith","",0,"@AmericanAir how does one book a ticket online and put it on hold?  Does that require that I pay for the ticket?","","2015-02-22 13:07:26 -0800","The City of Big Shoulders","Central Time (US & Canada)","neutral",12262,0.129073894804776,2
"14589",569595309279440896,0.6767,"",0,"American","","RafaANieves","",0,"@AmericanAir if business class if full but 1st class empty, do you guys upgrade EXP members to 1st?","","2015-02-22 12:31:18 -0800","","Quito","neutral",12269,0.129073894804776,2
"14599",569593050235736064,1,"",NA,"American","","WishUpon_26","",0,"@AmericanAir can you guys help me please?","","2015-02-22 12:22:20 -0800","KY","Eastern Time (US & Canada)","neutral",12270,0.129073894804776,2
"14640",569587140490866688,0.6771,"",0,"American","","daviddtwu","",0,"@AmericanAir we have 8 ppl so we need 2 know how many seats are on the next flight. Plz put us on standby for 4 people on the next flight?","","2015-02-22 11:58:51 -0800","dallas, TX","","neutral",12277,0.129073894804776,2
"17",570277724385734656,1,"",NA,"Virgin America","","ItzBrianHunty","",0,"@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo","","2015-02-24 09:42:59 -0800","west covina","Pacific Time (US & Canada)","positive",12286,0.126957257723233,3
"20",570267956648792064,1,"",NA,"Virgin America","","JNLpierce","",0,"@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.","","2015-02-24 09:04:10 -0800","Boston | Waltham","Quito","positive",12288,0.126957257723233,3
"37",570051381534396416,1,"",NA,"Virgin America","","Nicsplace","",0,"@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday","","2015-02-23 18:43:35 -0800","Central Texas","","positive",12292,0.126957257723233,3
"65",569986348041547776,1,"",NA,"Virgin America","","jeffreymace01","",0,"@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!","","2015-02-23 14:25:09 -0800","","","positive",12300,0.126957257723233,3
"118",569777607371128832,1,"",NA,"Virgin America","","SkateMamas","",0,"@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!","","2015-02-23 00:35:42 -0800","Los Angeles, CA","","positive",12311,0.126957257723233,3
"128",569652497947734016,1,"",NA,"Virgin America","","JKF1897","",0,"@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue","","2015-02-22 16:18:33 -0800","","","positive",12316,0.126957257723233,3
"137",569625739231948800,1,"",NA,"Virgin America","","lisaptv","",1,"@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015","","2015-02-22 14:32:14 -0800","","Mountain Time (US & Canada)","positive",12317,0.126957257723233,3
"139",569620102389350400,0.7011,"",NA,"Virgin America","","HollywoodHotMom","",0,"@VirginAmerica always!!! Xoxo","","2015-02-22 14:09:50 -0800","All Over!","Pacific Time (US & Canada)","positive",12318,0.126957257723233,3
"153",569580805036453888,1,"",NA,"Virgin America","","paulnakada","",0,"@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-)","","2015-02-22 11:33:40 -0800","San Francisco","Pacific Time (US & Canada)","positive",12323,0.126957257723233,3
"202",569261347688607744,1,"",NA,"Virgin America","","carabubes","",0,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)","","2015-02-21 14:24:16 -0800","Los Angeles, California","Central Time (US & Canada)","positive",12330,0.126957257723233,3
"204",569260526976544768,1,"",NA,"Virgin America","","wmrrock","",0,"@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4","","2015-02-21 14:21:00 -0800","CT","Eastern Time (US & Canada)","positive",12331,0.126957257723233,3
"236",569200619430420480,0.6701,"",NA,"Virgin America","","ninjasistah","",0,"@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;)","","2015-02-21 10:22:57 -0800","Massachusetts","Eastern Time (US & Canada)","positive",12345,0.126957257723233,3
"247",569176777056079872,1,"",NA,"Virgin America","","Recessionista","",0,"@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!","","2015-02-21 08:48:13 -0800","Los Angeles, CA","Pacific Time (US & Canada)","positive",12349,0.126957257723233,3
"277",568897315458691072,1,"",NA,"Virgin America","","CanPOREOTICS","",0,"@VirginAmerica fav airline","","2015-02-20 14:17:44 -0800","Anaheim, CA","","positive",12359,0.126957257723233,3
"312",568795139512127488,1,"",NA,"Virgin America","","JayRockerz","",0,".@VirginAmerica They were very understanding and helped me out.  Thx! #Comps","","2015-02-20 07:31:43 -0800","39.149054,  -77.273589","Eastern Time (US & Canada)","positive",12367,0.126957257723233,3
"393",568279994876571648,1,"",NA,"Virgin America","","TLoui143","",0,"@VirginAmerica Your planes are really pretty. Just thought u should know that. :)","","2015-02-18 21:24:43 -0800","Out to Brunch with @Kanyewest.","Central Time (US & Canada)","positive",12390,0.126957257723233,3
"398",568239036533497856,1,"",NA,"Virgin America","","Joaquin68443","",0,"@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI","","2015-02-18 18:41:58 -0800","714 to 972","","positive",12392,0.126957257723233,3
"402",568204964742496256,1,"",NA,"Virgin America","","eganist","",0,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!","","2015-02-18 16:26:34 -0800","Washington D.C.","Eastern Time (US & Canada)","positive",12393,0.126957257723233,3
"428",568100257931747328,1,"",NA,"Virgin America","","jtwiegele","",0,"@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!","","2015-02-18 09:30:30 -0800","San Francisco, CA","","positive",12401,0.126957257723233,3
"454",567893201719156736,0.6559,"",NA,"Virgin America","","KallysAlbertSr","",0,"@VirginAmerica That's classy.","","2015-02-17 19:47:44 -0800","USA","","positive",12410,0.126957257723233,3
"476",567806884191944704,1,"",NA,"Virgin America","","Hakenson_LIOX","",0,"@VirginAmerica Dad on Segway is the best part of this whole infographic!","[42.5696777, -71.42056878]","2015-02-17 14:04:45 -0800","Waltham, MA","Atlantic Time (Canada)","positive",12420,0.126957257723233,3
"563",570276787063816192,1,"",NA,"United","","LukeGzus","",0,"@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?","","2015-02-24 09:39:15 -0800","","","positive",12439,0.126957257723233,3
"691",570183702224834560,1,"",NA,"United","","RichHays","",0,"@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...","","2015-02-24 03:29:22 -0800","","Eastern Time (US & Canada)","positive",12450,0.126957257723233,3
"746",570105020999344128,1,"",NA,"United","","MelanieSpring","",0,"“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!","","2015-02-23 22:16:43 -0800","Washington, DC","Eastern Time (US & Canada)","positive",12459,0.126957257723233,3
"776",570085589011148800,1,"",NA,"United","","tomcrabtree","",0,"@united But thanks for asking","","2015-02-23 20:59:30 -0800","San Francisco","Pacific Time (US & Canada)","positive",12462,0.126957257723233,3
"834",570058986025672704,0.6702,"",NA,"United","","family6travels","",0,"@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY","","2015-02-23 19:13:48 -0800","","","positive",12467,0.126957257723233,3
"890",570033627939131392,1,"",NA,"United","","ginanotjenna","",0,"@united These are great fares!!!!!","","2015-02-23 17:33:02 -0800","Honeoye Falls","Atlantic Time (Canada)","positive",12479,0.126957257723233,3
"1023",569961695835267072,0.6346,"",NA,"United","","medictom","",0,"@united I will, as soon as I am done with my article.  Thanks!  ~Tom","","2015-02-23 12:47:12 -0800","Brunswick, Ohio","Eastern Time (US & Canada)","positive",12496,0.126957257723233,3
"1052",569951321719091200,0.3433,"",0,"United","","mfcompany","",0,"@united that would help! or how about integrate it into the App so I can just ""activate"" it and surf...","","2015-02-23 12:05:58 -0800","Las Vegas","Eastern Time (US & Canada)","positive",12501,0.126957257723233,3
"1067",569939149756755968,1,"",NA,"United","","roxymtjoy","",0,"@united thank YOU for your kindness. Your agents went above &amp; beyond to get my stranded family home.","","2015-02-23 11:17:36 -0800","Pittsburgh area","Eastern Time (US & Canada)","positive",12502,0.126957257723233,3
"1115",569922837353402368,0.3586,"",0,"United","","iworkinsmm","",0,"@united Just sent! Thanks :)","","2015-02-23 10:12:47 -0800","Los Angeles","Pacific Time (US & Canada)","positive",12514,0.126957257723233,3
"1171",569907141596864512,1,"",NA,"United","","D_WaYnE_01","",0,"@united thank you!","","2015-02-23 09:10:25 -0800","","","positive",12517,0.126957257723233,3
"1192",569901072443166720,1,"",NA,"United","","danazezzo","",0,"@united traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior","","2015-02-23 08:46:18 -0800","Ashtabula, OH","Central Time (US & Canada)","positive",12522,0.126957257723233,3
"1235",569873050117808128,1,"",NA,"United","","RChew_FORR","",0,"@united has the best customer experience via twitter - huge fan!!!","","2015-02-23 06:54:57 -0800","Cambridge, MA","","positive",12525,0.126957257723233,3
"1247",569868055502696448,1,"",NA,"United","","crsmoore","",0,"@united Thanks for looking into this and for getting back to me via DM. Glad to hear my bag is finally being delivered to me. Thanks again!","","2015-02-23 06:35:06 -0800","USA / The World","Eastern Time (US & Canada)","positive",12527,0.126957257723233,3
"1416",569725892324253696,0.6703,"",0,"United","","sdpurv","",0,"@united Worked like a charm. Bag was waiting on the carousel when we got to baggage claim. #welldone #goodflight #friendlysky","","2015-02-22 21:10:12 -0800","Canada","Mountain Time (US & Canada)","positive",12541,0.126957257723233,3
"1453",569714541178679296,0.6576,"",NA,"United","","lorrirhymeswith","",0,"@united I have 8 flights with you in the next two weeks :) let's make some good memories!","","2015-02-22 20:25:06 -0800","the cupboard under the stairs","","positive",12543,0.126957257723233,3
"1663",569631508379664384,1,"",NA,"United","","DrupalRuth","",0,"@united it was such a lovely part of this long day - attendants on UA5168 (most) /UA795 were beyond exceptional today. #GiveThoseLadiesRaise","[38.95201335, -77.44443882]","2015-02-22 14:55:09 -0800","Portland, Zurich, Richmond","Pacific Time (US & Canada)","positive",12566,0.126957257723233,3
"1669",569630837538361344,0.6775,"",NA,"United","","achoifitz","",0,"@united finally made it to rep, who solved my problem.","","2015-02-22 14:52:29 -0800","Europe - America","Central Time (US & Canada)","positive",12568,0.126957257723233,3
"1678",569627778892443648,0.7142,"",NA,"United","","jesuisJOse","",0,"@united went to Customer Service kiosk and they were able to help out! Still thanks for following up!","","2015-02-22 14:40:20 -0800","New York | Chicago","Eastern Time (US & Canada)","positive",12571,0.126957257723233,3
"1850",569556131078475776,1,"",NA,"United","","WilliGranny","",0,"@united we got it, thanks.","","2015-02-22 09:55:38 -0800","","Central Time (US & Canada)","positive",12583,0.126957257723233,3
"1856",569553741222952960,1,"",NA,"United","","201Chef","",0,"@united just touched down in Miami - not too far off , Nicely done united 👍","[25.79104444, -80.27338351]","2015-02-22 09:46:08 -0800","201-600-2130","Central Time (US & Canada)","positive",12586,0.126957257723233,3
"1862",569548316700254208,0.6556,"",NA,"United","","toinecl","",0,"@united it was very comfortable, now waiting for our luggage","[0.0, 0.0]","2015-02-22 09:24:35 -0800","Keyport, New Jersey","Eastern Time (US & Canada)","positive",12587,0.126957257723233,3
"2019",569473302940372992,0.6699,"",NA,"United","","seb749","",0,"@united met with agent. All taken care of. Thx for reply","","2015-02-22 04:26:30 -0800","","Eastern Time (US & Canada)","positive",12604,0.126957257723233,3
"2260",569292823805042688,1,"",NA,"United","","minion444","",0,"@united tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR","[26.07294988, -80.14147128]","2015-02-21 16:29:20 -0800","Central NJ","Eastern Time (US & Canada)","positive",12617,0.126957257723233,3
"2304",569269140386488320,1,"",NA,"United","","eotoro","",0,"@united Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!","","2015-02-21 14:55:14 -0800","iPhone: 0.000000,0.000000","Central Time (US & Canada)","positive",12624,0.126957257723233,3
"2402",569227372223811584,0.3366,"",0,"United","","zachkpearson","",0,".@united Thanks. Hopefully this is easily resolved.","","2015-02-21 12:09:15 -0800","Portland, Oregon","Pacific Time (US & Canada)","positive",12641,0.126957257723233,3
"2545",569101653573570560,1,"",NA,"United","","Mike_J_Morgan","",0,"@united is #ELP Friendly. #flyerfriendly #united #emb145 #elpaso http://t.co/9mEOzBO4xl","","2015-02-21 03:49:42 -0800","Norman, OK","Eastern Time (US & Canada)","positive",12654,0.126957257723233,3
"2550",569093984640995328,1,"",NA,"United","","ryaneaster","",0,"@united provide a voucher for one of my customers and I will tweet about you all day long #earnedmybusiness","[41.9413787, -87.8932425]","2015-02-21 03:19:13 -0800","Chicago","Central Time (US & Canada)","positive",12655,0.126957257723233,3
"2552",569088814184079360,0.6696,"",0,"United","","ryaneaster","",0,"@united stellar customer service. You have earned my business by your attention to detail.","[41.9808176, -87.9063373]","2015-02-21 02:58:41 -0800","Chicago","Central Time (US & Canada)","positive",12656,0.126957257723233,3
"2581",569025401906794496,1,"",NA,"United","","EdinReporter","",0,"@united nice and early back home! http://t.co/geG4nghmIE","","2015-02-20 22:46:42 -0800","Edinburgh","Edinburgh","positive",12663,0.126957257723233,3
"2613",568995447768899584,0.6497,"",NA,"United","","kevinkugler","",0,"@united DM sent.  Thanks.","","2015-02-20 20:47:40 -0800","Omaha, Nebraska","Central Time (US & Canada)","positive",12668,0.126957257723233,3
"2667",568964028669800448,1,"",NA,"United","","AmaniHardrict","",0,"@united Looking forward to flying with you guys as well !!","","2015-02-20 18:42:49 -0800","TRACK ","Atlantic Time (Canada)","positive",12678,0.126957257723233,3
"2693",568953367646625792,1,"",NA,"United","","bakedstove","",0,"@united Both flights went great and improved my view of your airline, cheers! Flight attendents on UA1022 deserve a raise","","2015-02-20 18:00:28 -0800","Boston, Massachusetts","Eastern Time (US & Canada)","positive",12683,0.126957257723233,3
"2845",568872120471687168,1,"",NA,"United","","urno12","",0,"@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines","","2015-02-20 12:37:37 -0800","bonkers in Yonkers","New Delhi","positive",12703,0.126957257723233,3
"2849",568870394708545536,1,"",NA,"United","","bugstory","",0,"@united sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you","","2015-02-20 12:30:45 -0800","Baltimore, MD","Eastern Time (US & Canada)","positive",12704,0.126957257723233,3
"2867",568855505747095552,0.6639,"",0,"United","","YouSoFancy","",0,"@united On the plane but thanks! Maybe don't let so many people check in by themselves - teeming with morons.","","2015-02-20 11:31:36 -0800","Being not the one","Pacific Time (US & Canada)","positive",12708,0.126957257723233,3
"2892",568845539405656064,1,"",NA,"United","","Easy_E_","",0,"@united thanks for prompt response.  Another hour to enjoy vacation! Perhaps a bug in the app as it still shows 2:55.","","2015-02-20 10:51:59 -0800","Tri State NY area...","Eastern Time (US & Canada)","positive",12712,0.126957257723233,3
"2975",568810539939459072,0.6832,"",0,"United","","rdahlstrom99","",0,"@united Aw, thanks for the kind words. Totally makes these extra 6 hours sitting in an airport SOOOO much better.","","2015-02-20 08:32:55 -0800","ÜT: 40.635407,-73.991869","","positive",12727,0.126957257723233,3
"2980",568809558786899968,1,"",NA,"United","","ticopilot","",0,"@united as u might imagine, this former pilot was particularly touched by the gesture. Please let the FO know #keepingtraditionsalive","","2015-02-20 08:29:01 -0800","Washington, DC - USA","Eastern Time (US & Canada)","positive",12728,0.126957257723233,3
"3277",568559680894550016,1,"",NA,"United","","dschach","",0,"@united I'll stick with my United flight. Thanks, though. Effort is much appreciated.","","2015-02-19 15:56:05 -0800","San Francisco, CA","Pacific Time (US & Canada)","positive",12769,0.126957257723233,3
"3280",568558135637463040,0.6634,"",NA,"United","","TonyLauro","",0,"@united Fair enough. I don't usually rant, but it's good to know someone's listening. :)","","2015-02-19 15:49:57 -0800","Dallas, TX","Central Time (US & Canada)","positive",12770,0.126957257723233,3
"3296",568547007003955200,1,"",NA,"United","","hartgarfunkel","",0,"@united DM sent. Thanks so much for the strong customer service!!","","2015-02-19 15:05:44 -0800","iPhone: 40.732048,-73.994102","Pacific Time (US & Canada)","positive",12777,0.126957257723233,3
"3321",568528656584146944,0.6598,"",NA,"United","","NoviceFlyer","",0,"@united I will thank you!","","2015-02-19 13:52:49 -0800","Tulsa, OK","Central Time (US & Canada)","positive",12782,0.126957257723233,3
"3341",568513007849840640,1,"",NA,"United","","vmnkishore","",0,"@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely","[40.71517211, -74.01453422]","2015-02-19 12:50:38 -0800","Mysore : London : New York","London","positive",12790,0.126957257723233,3
"3386",568474931207352320,0.6842,"",0,"United","","LeanneComedy","",0,"@united so sorry. I ended up on US Air flight. Thank you though for getting back to me:)","[35.8924655, -84.19243176]","2015-02-19 10:19:20 -0800","","Eastern Time (US & Canada)","positive",12792,0.126957257723233,3
"3394",568468959663489024,1,"",NA,"United","","NoviceFlyer","",0,"@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!","","2015-02-19 09:55:36 -0800","Tulsa, OK","Central Time (US & Canada)","positive",12793,0.126957257723233,3
"3430",568450017649778688,1,"",NA,"United","","melanie_seibert","",0,"@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.","","2015-02-19 08:40:20 -0800","Texas","Central Time (US & Canada)","positive",12799,0.126957257723233,3
"3508",568355672225673216,1,"",NA,"United","","patrick_maness","",0,"@united that's fine. I'll take them.","","2015-02-19 02:25:26 -0800","Rhode Island","Eastern Time (US & Canada)","positive",12811,0.126957257723233,3
"3546",568278231973044224,1,"",NA,"United","","froyomama","",0,"@united please give special thanks to Aaron in Tampa office for helping me for literally two hours! He's amazing. Mission accomplished!","","2015-02-18 21:17:43 -0800","","Central Time (US & Canada)","positive",12815,0.126957257723233,3
"3618",568231586585550848,1,"",NA,"United","","gasbabe","",0,"@united @staralliance was there few weeks ago AWESOME,bright vibrant, and NO habitrails","","2015-02-18 18:12:22 -0800","Chicagoland","","positive",12824,0.126957257723233,3
"3639",568215154569166848,1,"",NA,"United","","RobandMeg","",0,"@united we had a wonderful flight attendant named Leah that was with us from lga to den, then den to anchorage!","","2015-02-18 17:07:04 -0800","Staten Island, NY","Eastern Time (US & Canada)","positive",12830,0.126957257723233,3
"3642",568214796514004992,0.6364,"",0,"United","","DexterBerkeley","",0,"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)","","2015-02-18 17:05:39 -0800","Boston, MA","London","positive",12832,0.126957257723233,3
"3655",568204231271796736,0.6753,"",NA,"United","","RobandMeg","",0,"@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS","","2015-02-18 16:23:40 -0800","Staten Island, NY","Eastern Time (US & Canada)","positive",12833,0.126957257723233,3
"3724",568168460468895744,1,"",NA,"United","","ToddWalsh","",0,"@united well it IS John Hughes' birthday. But I will stick w the plane &amp; hold off on trains &amp; automobiles. Gate workers are doing well.","","2015-02-18 14:01:31 -0800","ÜT: 33.449738,-112.049072","Pacific Time (US & Canada)","positive",12848,0.126957257723233,3
"3753",568152968257613824,0.6771,"",NA,"United","","kennykhlee","",0,"@united thank you!","","2015-02-18 12:59:58 -0800","San Francisco","Pacific Time (US & Canada)","positive",12853,0.126957257723233,3
"3795",568118452965085184,1,"",NA,"United","","Thejetsetjulie","",0,"@united I am blown away by stellar #custserv !! Thank you &lt;3 http://t.co/JOrEScfb4x","","2015-02-18 10:42:48 -0800","Instagram @thejetsetjulie","Quito","positive",12859,0.126957257723233,3
"3887",568049335235010560,0.6889,"",NA,"United","","Official_KTC","",0,"@united Club in Denver is dope 👌","","2015-02-18 06:08:10 -0800","Chicago","Central Time (US & Canada)","positive",12869,0.126957257723233,3
"4026",567867311744380928,1,"",NA,"United","","MitWinter40","",1,"@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.","[38.88839871, -94.62041633]","2015-02-17 18:04:52 -0800","Kansas City","","positive",12884,0.126957257723233,3
"4065",567844362601697280,1,"",NA,"United","","TroopSwapWife","",0,"@united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks, you guys have really handled this storm!","","2015-02-17 16:33:40 -0800","Hampton Roads, Virginia","Atlantic Time (Canada)","positive",12891,0.126957257723233,3
"4066",567842806930239488,0.656,"",NA,"United","","egspoony","",0,"@united ooh thanks!","","2015-02-17 16:27:29 -0800","Chicago, IL","Central Time (US & Canada)","positive",12892,0.126957257723233,3
"4079",567832640289579008,1,"",NA,"United","","rsbluhm","",0,"@united thanks for all the help! Totally appreciate it and you made it super easy too","","2015-02-17 15:47:05 -0800","San Francisco, CA","Pacific Time (US & Canada)","positive",12893,0.126957257723233,3
